AÑO,MUNICIPIO,TIPO DE EXPLOTACION,PRODUCCION POR VACA (LITROS/DIA),VACAS PARA ORDEÑO,TOTAL LITROS/DÍA
2018,PUERTO BOYACA,LECHERIA TRADICIONAL,3,7000,21000
2018,PUERTO BOYACA,DOBLE PROPOSITO,3.5,20000,70000
2018,QUIPAMA,LECHERIA ESPECIALIZADA,,,
2018,QUIPAMA,LECHERIA TRADICIONAL,,,
2018,QUIPAMA,DOBLE PROPOSITO,3,700,2100
2018,RAMIRIQUI,LECHERIA ESPECIALIZADA,,,
2018,RAMIRIQUI,LECHERIA TRADICIONAL,10,200,2000
2018,RAMIRIQUI,DOBLE PROPOSITO,8,3000,24000
2018,RAQUIRA,LECHERIA ESPECIALIZADA,15,87,1305
2018,RAQUIRA,LECHERIA TRADICIONAL,8,750,6000
2018,RAQUIRA,DOBLE PROPOSITO,4,500,2000
2018,RONDON,LECHERIA ESPECIALIZADA,,,
2018,RONDON,LECHERIA TRADICIONAL,7,1370,9590
2018,RONDON,DOBLE PROPOSITO,6,400,2400
2018,SABOYA,LECHERIA ESPECIALIZADA,15,1800,27000
2018,SABOYA,LECHERIA TRADICIONAL,,,
2018,SABOYA,DOBLE PROPOSITO,7,1400,9800
2018,SACHICA,LECHERIA ESPECIALIZADA,,,
2018,SACHICA,LECHERIA TRADICIONAL,2.5,16,40
2018,SAMACA,LECHERIA ESPECIALIZADA,14,350,4900
2018,SAMACA,LECHERIA TRADICIONAL,7,790,5530
2018,SAMACA,DOBLE PROPOSITO,8,1530,12240
2018,SAN EDUARDO,LECHERIA ESPECIALIZADA,11,50,550
2018,SAN EDUARDO,LECHERIA TRADICIONAL,9,80,720
2018,SAN EDUARDO,DOBLE PROPOSITO,7,750,5250
2018,SAN JOSE DE PARE,LECHERIA ESPECIALIZADA,,,
2018,SAN JOSE DE PARE,LECHERIA TRADICIONAL,6,120,720
2018,SAN JOSE DE PARE,DOBLE PROPOSITO,8,50,400
2018,SAN LUIS DE GACENO,LECHERIA ESPECIALIZADA,,,
2018,SAN LUIS DE GACENO,LECHERIA TRADICIONAL,,,
2018,SAN LUIS DE GACENO,DOBLE PROPOSITO,3.5,7303,25561
2018,SAN MATEO,LECHERIA ESPECIALIZADA,,,
2018,SAN MATEO,LECHERIA TRADICIONAL,9,52,468
2018,SAN MATEO,DOBLE PROPOSITO,4,485,1940
2018,SAN MIGUEL DE SEMA,LECHERIA ESPECIALIZADA,18,4500,81000
2018,SAN MIGUEL DE SEMA,LECHERIA TRADICIONAL,12,3000,36000
2018,SAN MIGUEL DE SEMA,DOBLE PROPOSITO,8,100,800
2018,SAN PABLO DE BORBUR,LECHERIA ESPECIALIZADA,,,
2018,SAN PABLO DE BORBUR,LECHERIA TRADICIONAL,12,350,4200
2018,SAN PABLO DE BORBUR,DOBLE PROPOSITO,3,1800,5400
2018,SANTA MARIA,LECHERIA ESPECIALIZADA,,,
2018,SANTA MARIA,LECHERIA TRADICIONAL,,,
2018,SANTA MARIA,DOBLE PROPOSITO,7.5,4086,30645
2018,SANTA ROSA DE VITERBO,LECHERIA ESPECIALIZADA,8,1250,10000
2018,SANTA ROSA DE VITERBO,LECHERIA TRADICIONAL,6,1250,7500
2018,SANTA ROSA DE VITERBO,DOBLE PROPOSITO,5,3600,18000
2018,SANTA SOFIA,LECHERIA ESPECIALIZADA,,,
2018,SANTA SOFIA,LECHERIA TRADICIONAL,7,280,1960
2018,SANTA SOFIA,DOBLE PROPOSITO,5,350,1750
2018,SANTANA,LECHERIA ESPECIALIZADA,,,
2018,SANTANA,LECHERIA TRADICIONAL,,,
2018,SANTANA,DOBLE PROPOSITO,4,180,720
2018,SATIVANORTE,LECHERIA ESPECIALIZADA,,,
2018,SATIVANORTE,LECHERIA TRADICIONAL,9,1200,10800
2018,SATIVANORTE,DOBLE PROPOSITO,,,
2018,SATIVASUR,LECHERIA ESPECIALIZADA,10,43,430
2018,SATIVASUR,LECHERIA TRADICIONAL,8,162,1296
2018,SATIVASUR,DOBLE PROPOSITO,7,250,1750
2018,SIACHOQUE,LECHERIA ESPECIALIZADA,12,1000,12000
2018,SIACHOQUE,LECHERIA TRADICIONAL,8,300,2400
2018,SIACHOQUE,DOBLE PROPOSITO,10,380,3800
2018,SOATA,LECHERIA ESPECIALIZADA,,,
2018,SOATA,LECHERIA TRADICIONAL,5,100,500
2018,SOATA,DOBLE PROPOSITO,2.5,84,210
2018,SOCHA,LECHERIA ESPECIALIZADA,10,80,800
2018,SOCHA,LECHERIA TRADICIONAL,7,755,5285
2018,SOCHA,DOBLE PROPOSITO,8,530,4240
2018,SOCOTA,LECHERIA ESPECIALIZADA,,,
2018,SOCOTA,LECHERIA TRADICIONAL,12,100,1200
2018,SOCOTA,DOBLE PROPOSITO,10,1000,10000
2018,SOGAMOSO,LECHERIA ESPECIALIZADA,14,950,13300
2018,SOGAMOSO,LECHERIA TRADICIONAL,4,1850,7400
2018,SOGAMOSO,DOBLE PROPOSITO,5,1012,5060
2018,SOMONDOCO,LECHERIA ESPECIALIZADA,,,
2018,SOMONDOCO,LECHERIA TRADICIONAL,,,
2018,SOMONDOCO,DOBLE PROPOSITO,4.5,673,3029
2018,SORA,LECHERIA ESPECIALIZADA,,,
2018,SORA,LECHERIA TRADICIONAL,10,830,8300
2018,SORA,DOBLE PROPOSITO,7,400,2800
2018,SORACA,LECHERIA ESPECIALIZADA,13,500,6500
2018,SORACA,LECHERIA TRADICIONAL,7,700,4900
2018,SORACA,DOBLE PROPOSITO,10,1600,16000
2018,SOTAQUIRA,LECHERIA ESPECIALIZADA,16,4404,70464
2018,SOTAQUIRA,LECHERIA TRADICIONAL,10,1210,12100
2018,SOTAQUIRA,DOBLE PROPOSITO,7,1630,11410
2018,SUSACON,LECHERIA ESPECIALIZADA,10,82,820
2018,SUSACON,LECHERIA TRADICIONAL,4,355,1420
2018,SUSACON,DOBLE PROPOSITO,5,558,2790
2018,SUTAMARCHAN,LECHERIA ESPECIALIZADA,,,
2018,SUTAMARCHAN,LECHERIA TRADICIONAL,,,
2018,SUTAMARCHAN,DOBLE PROPOSITO,6,802,4812
2018,SUTATENZA,LECHERIA ESPECIALIZADA,,,
2018,SUTATENZA,LECHERIA TRADICIONAL,7,78,546
2018,SUTATENZA,DOBLE PROPOSITO,5,138,690
2018,TASCO,LECHERIA ESPECIALIZADA,,,
2018,TASCO,LECHERIA TRADICIONAL,,,
2018,TASCO,DOBLE PROPOSITO,7,500,3500
2018,TENZA,LECHERIA ESPECIALIZADA,,,
2018,TENZA,LECHERIA TRADICIONAL,3,340,1020
2018,TENZA,DOBLE PROPOSITO,4,350,1400
2018,TIBANA,LECHERIA ESPECIALIZADA,,,
2018,TIBANA,LECHERIA TRADICIONAL,6,740,4440
2018,TIBANA,DOBLE PROPOSITO,8,1550,12400
2018,TIBASOSA,LECHERIA ESPECIALIZADA,12,40,480
2018,TIBASOSA,LECHERIA TRADICIONAL,6,1000,6000
2018,TIBASOSA,DOBLE PROPOSITO,8,830,6640
2018,TINJACA,LECHERIA ESPECIALIZADA,11,126,1386
2018,TINJACA,LECHERIA TRADICIONAL,4,76,304
2018,TINJACA,DOBLE PROPOSITO,7,535,3745
2018,TIPACOQUE,LECHERIA ESPECIALIZADA,,,
2018,TIPACOQUE,LECHERIA TRADICIONAL,,,
2018,TIPACOQUE,DOBLE PROPOSITO,8,190,1520
2018,TOCA,LECHERIA ESPECIALIZADA,13,700,9100
2018,TOCA,LECHERIA TRADICIONAL,8,920,7360
2018,TOCA,DOBLE PROPOSITO,8,1550,12400
2018,TOGUI,LECHERIA ESPECIALIZADA,9,30,270
2018,TOGUI,LECHERIA TRADICIONAL,6,200,1200
2018,TOGUI,DOBLE PROPOSITO,4,470,1880
2018,TOPAGA,LECHERIA ESPECIALIZADA,,,
2018,TOPAGA,LECHERIA TRADICIONAL,,,
2018,TOPAGA,DOBLE PROPOSITO,6,480,2880
2018,TOTA,LECHERIA ESPECIALIZADA,,,
2018,TOTA,LECHERIA TRADICIONAL,,,
2018,TOTA,DOBLE PROPOSITO,5,2600,13000
2018,TUNJA,LECHERIA ESPECIALIZADA,,,
2018,TUNJA,LECHERIA TRADICIONAL,7,625,4375
2018,TUNJA,DOBLE PROPOSITO,6,1527,9162
2018,TUNUNGUA,LECHERIA ESPECIALIZADA,,,
2018,TUNUNGUA,LECHERIA TRADICIONAL,,,
2018,TUNUNGUA,DOBLE PROPOSITO,3,90,270
2018,TURMEQUE,LECHERIA ESPECIALIZADA,10,350,3500
2018,TURMEQUE,LECHERIA TRADICIONAL,,,
2018,TURMEQUE,DOBLE PROPOSITO,6,2150,12900
2018,TUTA,LECHERIA ESPECIALIZADA,15,800,12000
2018,TUTA,LECHERIA TRADICIONAL,8,1100,8800
2018,TUTA,DOBLE PROPOSITO,10,5550,55500
2018,TUTAZA,LECHERIA ESPECIALIZADA,,,
2018,TUTAZA,LECHERIA TRADICIONAL,,,
2018,TUTAZA,DOBLE PROPOSITO,5,2800,14000
2018,UMBITA,LECHERIA ESPECIALIZADA,12,210,2520
2018,UMBITA,LECHERIA TRADICIONAL,4,1200,4800
2018,UMBITA,DOBLE PROPOSITO,6,700,4200
2018,VENTAQUEMADA,LECHERIA ESPECIALIZADA,,,
2018,VENTAQUEMADA,LECHERIA TRADICIONAL,10,1720,17200
2018,VENTAQUEMADA,DOBLE PROPOSITO,8,136,1088
2018,VILLA DE LEYVA,LECHERIA ESPECIALIZADA,,,
2018,VILLA DE LEYVA,LECHERIA TRADICIONAL,7,700,4900
2018,VILLA DE LEYVA,DOBLE PROPOSITO,7,200,1400
2018,VIRACACHA,LECHERIA ESPECIALIZADA,8,40,320
2018,VIRACACHA,LECHERIA TRADICIONAL,5,300,1500
2018,VIRACACHA,DOBLE PROPOSITO,6.5,60,390
2018,ZETAQUIRA,LECHERIA ESPECIALIZADA,10,100,1000
2018,ZETAQUIRA,LECHERIA TRADICIONAL,5,1000,5000
2018,ZETAQUIRA,DOBLE PROPOSITO,8,1500,12000
